"","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","FL_NUM","ORIGIN","ORIGIN_STATE_ABR","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","DISTANCE","DISTANCE_GROUP","DEP_AM_PM","ARR_AM_PM"
"33914",2,5,28,4,"2015-05-28","DL",19790,1142,"ATL","GA",1653,1720,27,27,1,1,"1600-1659",13,1733,1844,23,1837,1907,30,1,2,"1800-1859",0,"",0,104,107,71,526,3,0,0
"33916",2,5,28,4,"2015-05-28","DL",19790,1221,"ATL","GA",1355,1349,-6,0,0,-1,"1300-1359",35,1424,1535,6,1534,1541,7,0,0,"1500-1559",0,"",0,99,112,71,526,3,0,0
"33918",2,5,28,4,"2015-05-28","DL",19790,1295,"ATL","GA",905,900,-5,0,0,-1,"0900-0959",10,910,1025,4,1044,1029,0,0,-1,"1000-1059",0,"",0,99,89,75,526,3,1,1
"33920",2,5,28,4,"2015-05-28","DL",19790,1296,"ATL","GA",1951,2007,16,16,1,1,"1900-1959",11,2018,2129,6,2136,2135,0,0,-1,"2100-2159",0,"",0,105,88,71,526,3,0,0
"33925",2,5,28,4,"2015-05-28","DL",19790,2656,"DTW","MI",2155,2213,18,18,1,1,"2100-2159",14,2227,2302,3,2257,2305,8,0,0,"2200-2259",0,"",0,62,52,35,201,1,0,0
"33927",2,5,29,5,"2015-05-29","DL",19790,463,"JFK","NY",1535,1531,-4,0,0,-1,"1500-1559",23,1554,1658,4,1736,1702,0,0,-2,"1700-1759",0,"",0,121,91,64,340,2,0,0
"33930",2,5,29,5,"2015-05-29","DL",19790,2656,"DTW","MI",2155,2219,24,24,1,1,"2100-2159",18,2237,2312,10,2257,2322,25,1,1,"2200-2259",0,"",0,62,63,35,201,1,0,0
"33932",2,5,27,3,"2015-05-27","DL",19790,2143,"MSP","MN",1926,1922,-4,0,0,-1,"1900-1959",11,1933,2214,6,2227,2220,0,0,-1,"2200-2259",0,"",0,121,118,101,726,3,0,0
"33935",2,5,27,3,"2015-05-27","DL",19790,2656,"DTW","MI",2155,25,150,150,1,10,"2100-2159",18,43,121,6,2257,127,150,1,10,"2200-2259",0,"",0,62,62,38,201,1,0,0
"33936",2,5,30,6,"2015-05-30","DL",19790,1462,"ATL","GA",1529,1526,-3,0,0,-1,"1500-1559",12,1538,1700,13,1717,1713,0,0,-1,"1700-1759",0,"",0,108,107,82,526,3,0,0
"33939",2,5,30,6,"2015-05-30","DL",19790,1599,"ATL","GA",1100,1054,-6,0,0,-1,"1100-1159",17,1111,1223,5,1243,1228,0,0,-1,"1200-1259",0,"",0,103,94,72,526,3,1,0
"33942",2,5,30,6,"2015-05-30","DL",19790,2143,"MSP","MN",1926,1923,-3,0,0,-1,"1900-1959",17,1940,2213,7,2225,2220,0,0,-1,"2200-2259",0,"",0,119,117,93,726,3,0,0
"33944",2,5,28,4,"2015-05-28","DL",19790,2143,"MSP","MN",1926,1938,12,12,0,0,"1900-1959",14,1952,2220,5,2227,2225,0,0,-1,"2200-2259",0,"",0,121,107,88,726,3,0,0
"33947",2,5,29,5,"2015-05-29","DL",19790,2143,"MSP","MN",1926,1920,-6,0,0,-1,"1900-1959",27,1947,2219,3,2227,2222,0,0,-1,"2200-2259",0,"",0,121,122,92,726,3,0,0
"33949",2,5,31,7,"2015-05-31","DL",19790,463,"JFK","NY",1535,1533,-2,0,0,-1,"1500-1559",27,1600,1657,9,1736,1706,0,0,-2,"1700-1759",0,"",0,121,93,57,340,2,0,0
"33952",2,5,30,6,"2015-05-30","DL",19790,1072,"ATL","GA",2155,2149,-6,0,0,-1,"2100-2159",18,2207,2317,7,2340,2324,0,0,-2,"2300-2359",0,"",0,105,95,70,526,3,0,0
"33953",2,5,30,6,"2015-05-30","DL",19790,1202,"ATL","GA",1855,1851,-4,0,0,-1,"1800-1859",14,1905,2018,6,2037,2024,0,0,-1,"2000-2059",0,"",0,102,93,73,526,3,0,0
"33954",2,5,30,6,"2015-05-30","DL",19790,1221,"ATL","GA",1345,1344,-1,0,0,-1,"1300-1359",7,1351,1501,6,1521,1507,0,0,-1,"1500-1559",0,"",0,96,83,70,526,3,0,0
"33956",2,5,30,6,"2015-05-30","DL",19790,1295,"ATL","GA",905,901,-4,0,0,-1,"0900-0959",14,915,1030,6,1042,1036,0,0,-1,"1000-1059",0,"",0,97,95,75,526,3,1,1
"33958",2,5,31,7,"2015-05-31","DL",19790,1221,"ATL","GA",1355,1356,1,1,0,0,"1300-1359",35,1431,1542,6,1534,1548,14,0,0,"1500-1559",0,"",0,99,112,71,526,3,0,0
"33960",2,5,31,7,"2015-05-31","DL",19790,1295,"ATL","GA",905,858,-7,0,0,-1,"0900-0959",11,909,1020,8,1044,1028,0,0,-2,"1000-1059",0,"",0,99,90,71,526,3,1,1
"33962",2,5,31,7,"2015-05-31","DL",19790,1296,"ATL","GA",1951,2031,40,40,1,2,"1900-1959",17,2048,2203,5,2136,2208,32,1,2,"2100-2159",0,"",0,105,97,75,526,3,0,0
"33963",2,5,31,7,"2015-05-31","DL",19790,1462,"ATL","GA",1530,1608,38,38,1,2,"1500-1559",56,1704,1812,5,1720,1817,57,1,3,"1700-1759",0,"",0,110,129,68,526,3,0,0
"33965",2,5,31,7,"2015-05-31","DL",19790,1599,"ATL","GA",1106,1103,-3,0,0,-1,"1100-1159",14,1117,1228,8,1251,1236,0,0,-1,"1200-1259",0,"",0,105,93,71,526,3,1,0
"33967",2,5,29,5,"2015-05-29","DL",19790,919,"DTW","MI",735,742,7,7,0,0,"0700-0759",20,802,835,3,833,838,5,0,0,"0800-0859",0,"",0,58,56,33,201,1,1,1
"33968",2,5,29,5,"2015-05-29","DL",19790,935,"ATL","GA",725,725,0,0,0,0,"0700-0759",11,736,846,3,903,849,0,0,-1,"0900-0959",0,"",0,98,84,70,526,3,1,1
"33970",2,5,29,5,"2015-05-29","DL",19790,1072,"ATL","GA",2155,2152,-3,0,0,-1,"2100-2159",13,2205,2317,7,2343,2324,0,0,-2,"2300-2359",0,"",0,108,92,72,526,3,0,0
"33971",2,5,29,5,"2015-05-29","DL",19790,1142,"ATL","GA",1653,1650,-3,0,0,-1,"1600-1659",10,1700,1813,8,1837,1821,0,0,-2,"1800-1859",0,"",0,104,91,73,526,3,0,0
"33973",2,5,29,5,"2015-05-29","DL",19790,1221,"ATL","GA",1355,1353,-2,0,0,-1,"1300-1359",17,1410,1521,7,1534,1528,0,0,-1,"1500-1559",0,"",0,99,95,71,526,3,0,0
"33975",2,5,29,5,"2015-05-29","DL",19790,1295,"ATL","GA",905,929,24,24,1,1,"0900-0959",7,936,1043,4,1044,1047,3,0,0,"1000-1059",0,"",0,99,78,67,526,3,1,1
"33977",2,5,29,5,"2015-05-29","DL",19790,1296,"ATL","GA",1951,1952,1,1,0,0,"1900-1959",11,2003,2117,5,2136,2122,0,0,-1,"2100-2159",0,"",0,105,90,74,526,3,0,0
"33978",2,5,29,5,"2015-05-29","DL",19790,1462,"ATL","GA",1530,1545,15,15,1,1,"1500-1559",17,1602,1715,5,1720,1720,0,0,0,"1700-1759",0,"",0,110,95,73,526,3,0,0
"33980",2,5,29,5,"2015-05-29","DL",19790,1599,"ATL","GA",1106,1103,-3,0,0,-1,"1100-1159",10,1113,1223,3,1251,1226,0,0,-2,"1200-1259",0,"",0,105,83,70,526,3,1,0
"33983",2,5,31,7,"2015-05-31","DL",19790,2143,"MSP","MN",1926,2011,45,45,1,3,"1900-1959",16,2027,2257,5,2227,2302,35,1,2,"2200-2259",0,"",0,121,111,90,726,3,0,0
"33987",2,5,31,7,"2015-05-31","DL",19790,1072,"ATL","GA",2155,123,208,208,1,12,"2100-2159",18,141,249,5,2343,254,191,1,12,"2300-2359",0,"",0,108,91,68,526,3,0,0
"33988",2,5,31,7,"2015-05-31","DL",19790,1142,"ATL","GA",1653,1742,49,49,1,3,"1600-1659",20,1802,1912,24,1837,1936,59,1,3,"1800-1859",0,"",0,104,114,70,526,3,0,0
"33990",2,5,31,7,"2015-05-31","DL",19790,2656,"DTW","MI",2155,236,281,281,1,12,"2100-2159",12,248,324,8,2257,332,275,1,12,"2200-2259",0,"",0,62,56,36,201,1,0,0
"33992",2,5,21,4,"2015-05-21","DL",19790,463,"JFK","NY",1532,1525,-7,0,0,-1,"1500-1559",30,1555,1706,7,1733,1713,0,0,-2,"1700-1759",0,"",0,121,108,71,340,2,0,0
"34019",2,5,17,7,"2015-05-17","EV",20366,4331,"DEN","CO",1315,1322,7,7,0,0,"1300-1359",9,1331,1809,8,1825,1817,0,0,-1,"1800-1859",0,"",0,190,175,158,1290,6,0,0
"34025",2,5,31,7,"2015-05-31","EV",20366,4439,"EWR","NJ",1800,NA,NA,NA,NA,NA,"1800-1859",NA,NA,NA,NA,1931,NA,NA,NA,NA,"1900-1959",1,"C",0,91,NA,NA,319,2,0,0
"34026",2,5,17,7,"2015-05-17","EV",20366,4439,"EWR","NJ",1800,1758,-2,0,0,-1,"1800-1859",18,1816,1907,6,1931,1913,0,0,-2,"1900-1959",0,"",0,91,75,51,319,2,0,0
"34027",2,5,10,7,"2015-05-10","EV",20366,4439,"EWR","NJ",1800,1759,-1,0,0,-1,"1800-1859",29,1828,1922,6,1931,1928,0,0,-1,"1900-1959",0,"",0,91,89,54,319,2,0,0
"34029",2,5,1,5,"2015-05-01","EV",20366,4422,"EWR","NJ",620,610,-10,0,0,-1,"0600-0659",19,629,717,7,748,724,0,0,-2,"0700-0759",0,"",0,88,74,48,319,2,1,1
"34030",2,5,3,7,"2015-05-03","EV",20366,4422,"EWR","NJ",1000,1106,66,66,1,4,"1000-1059",19,1125,1218,7,1130,1225,55,1,3,"1100-1159",0,"",0,90,79,53,319,2,1,1
"34031",2,5,5,2,"2015-05-05","EV",20366,4422,"EWR","NJ",620,612,-8,0,0,-1,"0600-0659",16,628,718,16,748,734,0,0,-1,"0700-0759",0,"",0,88,82,50,319,2,1,1
"34032",2,5,4,1,"2015-05-04","EV",20366,4422,"EWR","NJ",620,613,-7,0,0,-1,"0600-0659",16,629,724,6,748,730,0,0,-2,"0700-0759",0,"",0,88,77,55,319,2,1,1
"34050",2,5,28,4,"2015-05-28","EV",20366,4427,"IAH","TX",1015,1007,-8,0,0,-1,"1000-1059",21,1028,1406,8,1415,1414,0,0,-1,"1400-1459",0,"",0,180,187,158,1117,5,1,0
"34051",2,5,25,1,"2015-05-25","EV",20366,4427,"IAH","TX",1015,1011,-4,0,0,-1,"1000-1059",11,1022,1340,6,1415,1346,0,0,-2,"1400-1459",0,"",0,180,155,138,1117,5,1,0
"34052",2,5,29,5,"2015-05-29","EV",20366,4427,"IAH","TX",1015,1013,-2,0,0,-1,"1000-1059",16,1029,1355,5,1415,1400,0,0,-1,"1400-1459",0,"",0,180,167,146,1117,5,1,0
"34053",2,5,19,2,"2015-05-19","EV",20366,4493,"IAH","TX",1554,1604,10,10,0,0,"1500-1559",12,1616,1935,9,1953,1944,0,0,-1,"1900-1959",0,"",0,179,160,139,1117,5,0,0
"34054",2,5,22,5,"2015-05-22","EV",20366,4493,"IAH","TX",1554,1556,2,2,0,0,"1500-1559",14,1610,1937,6,1953,1943,0,0,-1,"1900-1959",0,"",0,179,167,147,1117,5,0,0
"34055",2,5,2,6,"2015-05-02","EV",20366,4558,"IAH","TX",1255,1255,0,0,0,0,"1200-1259",16,1311,1640,8,1653,1648,0,0,-1,"1600-1659",0,"",0,178,173,149,1117,5,0,0
"34056",2,5,3,7,"2015-05-03","EV",20366,4558,"IAH","TX",1255,1248,-7,0,0,-1,"1200-1259",16,1304,1633,5,1653,1638,0,0,-1,"1600-1659",0,"",0,178,170,149,1117,5,0,0
"34057",2,5,23,6,"2015-05-23","EV",20366,4611,"ORD","IL",752,747,-5,0,0,-1,"0700-0759",11,758,957,5,1016,1002,0,0,-1,"1000-1059",0,"",0,84,75,59,413,2,1,1
"34058",2,5,16,6,"2015-05-16","EV",20366,4611,"ORD","IL",752,747,-5,0,0,-1,"0700-0759",18,805,1007,6,1016,1013,0,0,-1,"1000-1059",0,"",0,84,86,62,413,2,1,1
"34076",2,5,25,1,"2015-05-25","EV",20366,5084,"MSP","MN",745,839,54,54,1,3,"0700-0759",9,848,1122,3,1047,1125,38,1,2,"1000-1059",0,"",0,122,106,94,726,3,1,1
"34078",2,5,11,1,"2015-05-11","DL",19790,2400,"JFK","NY",1532,1529,-3,0,0,-1,"1500-1559",48,1617,1717,6,1733,1723,0,0,-1,"1700-1759",0,"",0,121,114,60,340,2,0,0
"34080",2,5,17,7,"2015-05-17","EV",20366,4920,"DTW","MI",1345,1340,-5,0,0,-1,"1300-1359",11,1351,1432,4,1450,1436,0,0,-1,"1400-1459",0,"",0,65,56,41,201,1,0,0
"34081",2,5,25,1,"2015-05-25","EV",20366,4920,"DTW","MI",1345,1434,49,49,1,3,"1300-1359",12,1446,1521,3,1450,1524,34,1,2,"1400-1459",0,"",0,65,50,35,201,1,0,0
"34082",2,5,1,5,"2015-05-01","EV",20366,4920,"DTW","MI",1345,1344,-1,0,0,-1,"1300-1359",18,1402,1440,7,1450,1447,0,0,-1,"1400-1459",0,"",0,65,63,38,201,1,0,0
"34083",2,5,3,7,"2015-05-03","EV",20366,4920,"DTW","MI",1345,1339,-6,0,0,-1,"1300-1359",13,1352,1430,7,1450,1437,0,0,-1,"1400-1459",0,"",0,65,58,38,201,1,0,0
"34084",2,5,5,2,"2015-05-05","EV",20366,4920,"DTW","MI",1345,1343,-2,0,0,-1,"1300-1359",16,1359,1435,6,1450,1441,0,0,-1,"1400-1459",0,"",0,65,58,36,201,1,0,0
"34085",2,5,4,1,"2015-05-04","EV",20366,4920,"DTW","MI",1345,1340,-5,0,0,-1,"1300-1359",15,1355,1430,4,1450,1434,0,0,-2,"1400-1459",0,"",0,65,54,35,201,1,0,0
"34086",2,5,29,5,"2015-05-29","EV",20366,4920,"DTW","MI",1345,1342,-3,0,0,-1,"1300-1359",12,1354,1432,5,1450,1437,0,0,-1,"1400-1459",0,"",0,65,55,38,201,1,0,0
"34087",2,5,6,3,"2015-05-06","EV",20366,4920,"DTW","MI",1345,1358,13,13,0,0,"1300-1359",19,1417,1452,3,1450,1455,5,0,0,"1400-1459",0,"",0,65,57,35,201,1,0,0
"34088",2,5,27,3,"2015-05-27","EV",20366,4920,"DTW","MI",1345,1357,12,12,0,0,"1300-1359",48,1445,1532,6,1450,1538,48,1,3,"1400-1459",0,"",0,65,101,47,201,1,0,0
"34089",2,5,8,5,"2015-05-08","EV",20366,4920,"DTW","MI",1345,1341,-4,0,0,-1,"1300-1359",17,1358,1437,6,1450,1443,0,0,-1,"1400-1459",0,"",0,65,62,39,201,1,0,0
"34090",2,5,31,7,"2015-05-31","EV",20366,4920,"DTW","MI",1345,1348,3,3,0,0,"1300-1359",20,1408,1449,5,1450,1454,4,0,0,"1400-1459",0,"",0,65,66,41,201,1,0,0
"34091",2,5,7,4,"2015-05-07","EV",20366,4920,"DTW","MI",1345,1624,159,159,1,10,"1300-1359",14,1638,1712,25,1450,1737,167,1,11,"1400-1459",0,"",0,65,73,34,201,1,0,0
"34092",2,5,28,4,"2015-05-28","EV",20366,4920,"DTW","MI",1345,1343,-2,0,0,-1,"1300-1359",11,1354,1428,4,1450,1432,0,0,-2,"1400-1459",0,"",0,65,49,34,201,1,0,0
"34093",2,5,19,2,"2015-05-19","EV",20366,4920,"DTW","MI",1345,1337,-8,0,0,-1,"1300-1359",12,1349,1423,4,1450,1427,0,0,-2,"1400-1459",0,"",0,65,50,34,201,1,0,0
"34094",2,5,10,7,"2015-05-10","EV",20366,4920,"DTW","MI",1345,1342,-3,0,0,-1,"1300-1359",9,1351,1428,5,1450,1433,0,0,-2,"1400-1459",0,"",0,65,51,37,201,1,0,0
"34095",2,5,11,1,"2015-05-11","EV",20366,4920,"DTW","MI",1345,1401,16,16,1,1,"1300-1359",18,1419,1456,6,1450,1502,12,0,0,"1400-1459",0,"",0,65,61,37,201,1,0,0
"34096",2,5,21,4,"2015-05-21","EV",20366,4920,"DTW","MI",1345,1340,-5,0,0,-1,"1300-1359",13,1353,1432,6,1450,1438,0,0,-1,"1400-1459",0,"",0,65,58,39,201,1,0,0
"34097",2,5,12,2,"2015-05-12","EV",20366,4920,"DTW","MI",1345,1340,-5,0,0,-1,"1300-1359",15,1355,1435,4,1450,1439,0,0,-1,"1400-1459",0,"",0,65,59,40,201,1,0,0
"34098",2,5,15,5,"2015-05-15","EV",20366,4920,"DTW","MI",1345,1342,-3,0,0,-1,"1300-1359",14,1356,1435,5,1450,1440,0,0,-1,"1400-1459",0,"",0,65,58,39,201,1,0,0
"34099",2,5,13,3,"2015-05-13","EV",20366,4920,"DTW","MI",1345,1345,0,0,0,0,"1300-1359",15,1400,1437,2,1450,1439,0,0,-1,"1400-1459",0,"",0,65,54,37,201,1,0,0
"34100",2,5,18,1,"2015-05-18","EV",20366,4920,"DTW","MI",1345,1416,31,31,1,2,"1300-1359",14,1430,1507,3,1450,1510,20,1,1,"1400-1459",0,"",0,65,54,37,201,1,0,0
"34101",2,5,14,4,"2015-05-14","EV",20366,4920,"DTW","MI",1345,1341,-4,0,0,-1,"1300-1359",10,1351,1426,3,1450,1429,0,0,-2,"1400-1459",0,"",0,65,48,35,201,1,0,0
"34102",2,5,22,5,"2015-05-22","EV",20366,4920,"DTW","MI",1345,1522,97,97,1,6,"1300-1359",23,1545,1617,9,1450,1626,96,1,6,"1400-1459",0,"",0,65,64,32,201,1,0,0
"34103",2,5,26,2,"2015-05-26","EV",20366,4920,"DTW","MI",1345,1653,188,188,1,12,"1300-1359",16,1709,1743,11,1450,1754,184,1,12,"1400-1459",0,"",0,65,61,34,201,1,0,0
"34104",2,5,20,3,"2015-05-20","EV",20366,4920,"DTW","MI",1345,1422,37,37,1,2,"1300-1359",18,1440,1518,4,1450,1522,32,1,2,"1400-1459",0,"",0,65,60,38,201,1,0,0
"34126",2,5,25,1,"2015-05-25","EV",20366,4929,"LGA","NY",1329,1321,-8,0,0,-1,"1300-1359",36,1357,1452,3,1506,1455,0,0,-1,"1500-1559",0,"",0,97,94,55,335,2,0,0
"34127",2,5,9,6,"2015-05-09","EV",20366,4904,"DTW","MI",1547,1542,-5,0,0,-1,"1500-1559",14,1556,1633,4,1655,1637,0,0,-2,"1600-1659",0,"",0,68,55,37,201,1,0,0
"34128",2,5,23,6,"2015-05-23","EV",20366,4904,"DTW","MI",1547,1545,-2,0,0,-1,"1500-1559",18,1603,1638,4,1655,1642,0,0,-1,"1600-1659",0,"",0,68,57,35,201,1,0,0
"34156",2,5,25,1,"2015-05-25","EV",20366,5011,"DTW","MI",1015,1011,-4,0,0,-1,"1000-1059",18,1029,1111,3,1116,1114,0,0,-1,"1100-1159",0,"",0,61,63,42,201,1,1,1
"34157",2,5,1,5,"2015-05-01","EV",20366,5011,"DTW","MI",1015,1143,88,88,1,5,"1000-1059",13,1156,1234,5,1116,1239,83,1,5,"1100-1159",0,"",0,61,56,38,201,1,1,1
"34158",2,5,29,5,"2015-05-29","EV",20366,5011,"DTW","MI",1015,1010,-5,0,0,-1,"1000-1059",16,1026,1102,4,1116,1106,0,0,-1,"1100-1159",0,"",0,61,56,36,201,1,1,1
"34159",2,5,4,1,"2015-05-04","EV",20366,5011,"DTW","MI",1015,1007,-8,0,0,-1,"1000-1059",15,1022,1058,7,1116,1105,0,0,-1,"1100-1159",0,"",0,61,58,36,201,1,1,1
"34160",2,5,5,2,"2015-05-05","EV",20366,5011,"DTW","MI",1015,1013,-2,0,0,-1,"1000-1059",20,1033,1111,12,1116,1123,7,0,0,"1100-1159",0,"",0,61,70,38,201,1,1,1
"34161",2,5,27,3,"2015-05-27","EV",20366,5011,"DTW","MI",1015,1009,-6,0,0,-1,"1000-1059",11,1020,1106,4,1116,1110,0,0,-1,"1100-1159",0,"",0,61,61,46,201,1,1,1
"34162",2,5,6,3,"2015-05-06","EV",20366,5011,"DTW","MI",1015,1014,-1,0,0,-1,"1000-1059",11,1025,1103,5,1116,1108,0,0,-1,"1100-1159",0,"",0,61,54,38,201,1,1,1
"34163",2,5,28,4,"2015-05-28","EV",20366,5011,"DTW","MI",1015,1013,-2,0,0,-1,"1000-1059",18,1031,1110,5,1116,1115,0,0,-1,"1100-1159",0,"",0,61,62,39,201,1,1,1
"34164",2,5,7,4,"2015-05-07","EV",20366,5011,"DTW","MI",1015,1010,-5,0,0,-1,"1000-1059",18,1028,1105,4,1116,1109,0,0,-1,"1100-1159",0,"",0,61,59,37,201,1,1,1
"34165",2,5,19,2,"2015-05-19","EV",20366,5011,"DTW","MI",1015,1013,-2,0,0,-1,"1000-1059",15,1028,1111,4,1116,1115,0,0,-1,"1100-1159",0,"",0,61,62,43,201,1,1,1
"34166",2,5,8,5,"2015-05-08","EV",20366,5011,"DTW","MI",1015,1013,-2,0,0,-1,"1000-1059",20,1033,1108,4,1116,1112,0,0,-1,"1100-1159",0,"",0,61,59,35,201,1,1,1
"34167",2,5,18,1,"2015-05-18","EV",20366,5011,"DTW","MI",1015,1007,-8,0,0,-1,"1000-1059",17,1024,1102,7,1116,1109,0,0,-1,"1100-1159",0,"",0,61,62,38,201,1,1,1
"34168",2,5,11,1,"2015-05-11","EV",20366,5011,"DTW","MI",1015,1011,-4,0,0,-1,"1000-1059",15,1026,1102,5,1116,1107,0,0,-1,"1100-1159",0,"",0,61,56,36,201,1,1,1
"34169",2,5,21,4,"2015-05-21","EV",20366,5011,"DTW","MI",1015,1008,-7,0,0,-1,"1000-1059",15,1023,1100,3,1116,1103,0,0,-1,"1100-1159",0,"",0,61,55,37,201,1,1,1
"34170",2,5,22,5,"2015-05-22","EV",20366,5011,"DTW","MI",1015,1018,3,3,0,0,"1000-1059",15,1033,1109,6,1116,1115,0,0,-1,"1100-1159",0,"",0,61,57,36,201,1,1,1
"34171",2,5,12,2,"2015-05-12","EV",20366,5011,"DTW","MI",1015,1010,-5,0,0,-1,"1000-1059",18,1028,1104,5,1116,1109,0,0,-1,"1100-1159",0,"",0,61,59,36,201,1,1,1
"34172",2,5,15,5,"2015-05-15","EV",20366,5011,"DTW","MI",1015,1008,-7,0,0,-1,"1000-1059",12,1020,1058,4,1116,1102,0,0,-1,"1100-1159",0,"",0,61,54,38,201,1,1,1
"34173",2,5,26,2,"2015-05-26","EV",20366,5011,"DTW","MI",1015,1258,163,163,1,10,"1000-1059",12,1310,1344,2,1116,1346,150,1,10,"1100-1159",0,"",0,61,48,34,201,1,1,1
"34174",2,5,14,4,"2015-05-14","EV",20366,5011,"DTW","MI",1015,1135,80,80,1,5,"1000-1059",15,1150,1221,4,1116,1225,69,1,4,"1100-1159",0,"",0,61,50,31,201,1,1,1
"34175",2,5,20,3,"2015-05-20","EV",20366,5011,"DTW","MI",1015,1155,100,100,1,6,"1000-1059",13,1208,1245,5,1116,1250,94,1,6,"1100-1159",0,"",0,61,55,37,201,1,1,1
"34176",2,5,13,3,"2015-05-13","EV",20366,5011,"DTW","MI",1015,1053,38,38,1,2,"1000-1059",18,1111,1145,5,1116,1150,34,1,2,"1100-1159",0,"",0,61,57,34,201,1,1,1
"34198",2,5,21,4,"2015-05-21","DL",19790,1599,"ATL","GA",1106,1103,-3,0,0,-1,"1100-1159",18,1121,1228,4,1251,1232,0,0,-2,"1200-1259",0,"",0,105,89,67,526,3,1,0
"34201",2,5,24,7,"2015-05-24","DL",19790,1072,"ATL","GA",2155,2150,-5,0,0,-1,"2100-2159",17,2207,2321,7,2340,2328,0,0,-1,"2300-2359",0,"",0,105,98,74,526,3,0,0
"34202",2,5,24,7,"2015-05-24","DL",19790,1142,"ATL","GA",1725,1723,-2,0,0,-1,"1700-1759",11,1734,1845,6,1908,1851,0,0,-2,"1900-1959",0,"",0,103,88,71,526,3,0,0
"34203",2,5,24,7,"2015-05-24","DL",19790,1221,"ATL","GA",1400,1358,-2,0,0,-1,"1400-1459",16,1414,1527,7,1536,1534,0,0,-1,"1500-1559",0,"",0,96,96,73,526,3,0,0
"34205",2,5,24,7,"2015-05-24","DL",19790,1295,"ATL","GA",905,903,-2,0,0,-1,"0900-0959",10,913,1026,6,1042,1032,0,0,-1,"1000-1059",0,"",0,97,89,73,526,3,1,1
"34207",2,5,24,7,"2015-05-24","DL",19790,1599,"ATL","GA",1106,1059,-7,0,0,-1,"1100-1159",18,1117,1229,6,1249,1235,0,0,-1,"1200-1259",0,"",0,103,96,72,526,3,1,0
"34209",2,5,1,5,"2015-05-01","EV",20366,5235,"LGA","NY",910,904,-6,0,0,-1,"0900-0959",43,947,1047,12,1052,1059,7,0,0,"1000-1059",0,"",0,102,115,60,335,2,1,1
"34210",2,5,4,1,"2015-05-04","EV",20366,5235,"LGA","NY",915,910,-5,0,0,-1,"0900-0959",36,946,1042,27,1057,1109,12,0,0,"1000-1059",0,"",0,102,119,56,335,2,1,1
"34211",2,5,26,2,"2015-05-26","EV",20366,5235,"LGA","NY",915,1002,47,47,1,3,"0900-0959",34,1036,1132,5,1057,1137,40,1,2,"1000-1059",0,"",0,102,95,56,335,2,1,1
"34212",2,5,27,3,"2015-05-27","EV",20366,5235,"LGA","NY",915,913,-2,0,0,-1,"0900-0959",19,932,1035,4,1057,1039,0,0,-2,"1000-1059",0,"",0,102,86,63,335,2,1,1
"34213",2,5,5,2,"2015-05-05","EV",20366,5235,"LGA","NY",915,913,-2,0,0,-1,"0900-0959",24,937,1032,6,1057,1038,0,0,-2,"1000-1059",0,"",0,102,85,55,335,2,1,1
"34214",2,5,29,5,"2015-05-29","EV",20366,5235,"LGA","NY",915,957,42,42,1,2,"0900-0959",56,1053,1147,3,1057,1150,53,1,3,"1000-1059",0,"",0,102,113,54,335,2,1,1
"34215",2,5,6,3,"2015-05-06","EV",20366,5235,"LGA","NY",915,931,16,16,1,1,"0900-0959",51,1022,1117,4,1057,1121,24,1,1,"1000-1059",0,"",0,102,110,55,335,2,1,1
"34216",2,5,19,2,"2015-05-19","EV",20366,5235,"LGA","NY",915,1003,48,48,1,3,"0900-0959",21,1024,1120,4,1057,1124,27,1,1,"1000-1059",0,"",0,102,81,56,335,2,1,1
"34217",2,5,20,3,"2015-05-20","EV",20366,5235,"LGA","NY",915,908,-7,0,0,-1,"0900-0959",49,957,1059,3,1057,1102,5,0,0,"1000-1059",0,"",0,102,114,62,335,2,1,1
"34218",2,5,8,5,"2015-05-08","EV",20366,5235,"LGA","NY",915,916,1,1,0,0,"0900-0959",52,1008,1103,2,1057,1105,8,0,0,"1000-1059",0,"",0,102,109,55,335,2,1,1
"34219",2,5,21,4,"2015-05-21","EV",20366,5235,"LGA","NY",915,905,-10,0,0,-1,"0900-0959",29,934,1037,4,1057,1041,0,0,-2,"1000-1059",0,"",0,102,96,63,335,2,1,1
"34220",2,5,22,5,"2015-05-22","EV",20366,5235,"LGA","NY",915,909,-6,0,0,-1,"0900-0959",38,947,1043,7,1057,1050,0,0,-1,"1000-1059",0,"",0,102,101,56,335,2,1,1
"34221",2,5,11,1,"2015-05-11","EV",20366,5235,"LGA","NY",915,912,-3,0,0,-1,"0900-0959",28,940,1036,5,1057,1041,0,0,-2,"1000-1059",0,"",0,102,89,56,335,2,1,1
